#TAXONOMY,Phylum,Class,Order,Family,Genus,Species
Otu_451,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,archaeon GW2011_AR10
Otu_452,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,archaeon GW2011_AR15
Otu_453,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,Archaea incertae sedis,archaeon GW2011_AR20
Otu_454,Candidatus Korarchaeota,Candidatus Korarchaeota incertae sedis,Candidatus Korarchaeota incertae sedis,Candidatus Korarchaeota incertae sedis,Candidatus Korarchaeum,Candidatus Korarchaeum cryptofilum
Otu_455,Candidatus Micrarchaeota,Candidatus Micrarchaeota incertae sedis,Candidatus Micrarchaeota incertae sedis,Candidatus Micrarchaeota incertae sedis,Candidatus Micrarchaeota incertae sedis,Candidatus Micrarchaeota archaeon Mia14
Otu_456,Candidatus Micrarchaeota,Candidatus Micrarchaeota incertae sedis,Candidatus Micrarchaeota incertae sedis,Candidatus Micrarchaeota incertae sedis,Candidatus Micrarchaeum,Candidatus Micrarchaeum acidiphilum
Otu_457,Candidatus Nanohaloarchaeota,Nanohaloarchaea,Nanohaloarchaea incertae sedis,Nanohaloarchaea incertae sedis,Nanohaloarchaea incertae sedis,Nanohaloarchaea archaeon SG9
Otu_458,Candidatus Parvarchaeota,Candidatus Parvarchaeota incertae sedis,Candidatus Parvarchaeota incertae sedis,Candidatus Parvarchaeota incertae sedis,Candidatus Parvarchaeum,Candidatus Parvarchaeum acidiphilum
Otu_459,Crenarchaeota,Other,Other,Other,Other,Other
Otu_460,Crenarchaeota,Thermoprotei,Other,Other,Other,Other
Otu_461,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Other
Otu_462,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus saccharovorans
Otu_463,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus sp. 7A
Otu_464,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera,Caldisphaera lagunensis
Otu_465,Crenarchaeota,Thermoprotei,Desulfurococcales,Other,Other,Other
Otu_466,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Other,Other
Otu_467,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Other
Otu_468,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum camini
Otu_469,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
Otu_470,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Other
Otu_471,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus amylolyticus
Otu_472,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus
Otu_473,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Other
Otu_474,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus hospitalis
Otu_475,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus islandicus
Otu_476,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignisphaera,Ignisphaera aggregans
Otu_477,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Other
Otu_478,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus
Otu_479,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus marinus
Otu_480,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermogladius,Thermogladius calderae
Otu_481,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermosphaera,Thermosphaera aggregans
Otu_482,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales incertae sedis,Caldococcus,Caldococcus noboribetus
Otu_483,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Hyperthermus butylicus
Otu_484,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Other
Otu_485,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Pyrodictium delaneyi
Otu_486,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Pyrodictium occultum
Otu_487,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,Pyrolobus fumarii
Otu_488,Crenarchaeota,Thermoprotei,Fervidicoccales,Fervidicoccaceae,Fervidicoccus,Fervidicoccus fontis
Otu_489,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Other,Other
Otu_490,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Other
Otu_491,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus ambivalens
Otu_492,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus brierleyi
Otu_493,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus hospitalis
Otu_494,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus manzaensis
Otu_495,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera cuprina
Otu_496,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera hakonensis
Otu_497,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera sedula
Otu_498,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera yellowstonensis
Otu_499,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Other
Otu_500,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius
Otu_501,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
Otu_502,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus metallicus
Otu_503,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus neozealandicus
Otu_504,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus shibatae
Otu_505,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus solfataricus
Otu_506,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. A20
Otu_507,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. NOB8H2
Otu_508,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus tengchongensis
Otu_509,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus tokodaii
Otu_510,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobales incertae sedis,Sulfolobales incertae sedis,Sulfolobales archaeon AZ1
Otu_511,Crenarchaeota,Thermoprotei,Thermoproteales,Other,Other,Other
Otu_512,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Other
Otu_513,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum adornatus
Otu_514,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum carboxyditrophus
Otu_515,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum pendens
Otu_516,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum uzonense
Otu_517,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Other,Other
Otu_518,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Caldivirga,Caldivirga maquilingensis
Otu_519,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Other
Otu_520,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum
Otu_521,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum arsenaticum
Otu_522,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum calidifontis
Otu_523,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum ferrireducens
Otu_524,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum islandicum
Otu_525,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum neutrophilum
Otu_526,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum oguniense
Otu_527,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum sp. WP30
Otu_528,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Other
Otu_529,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus tenax
Otu_530,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus uzoniensis
Otu_531,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Other
Otu_532,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta distributa
Otu_533,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta moutnovskia
Otu_534,Euryarchaeota,Other,Other,Other,Other,Other
Otu_535,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Other,Other
Otu_536,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Other
Otu_537,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus
Otu_538,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus infectus
Otu_539,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus profundus
Otu_540,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus sulfaticallidus
Otu_541,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus veneficus
Otu_542,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus
Otu_543,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,Other
Otu_544,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,Geoglobus acetivorans
Otu_545,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,Geoglobus ahangari
Otu_546,Euryarchaeota,Candidatus Thalassoarchaea,Candidatus Thalassoarchaea incertae sedis,Candidatus Thalassoarchaea incertae sedis,Candidatus Thalassoarchaea incertae sedis,Candidatus Thalassoarchaea marina
Otu_547,Euryarchaeota,Candidatus Thalassoarchaea,Candidatus Thalassoarchaea incertae sedis,Candidatus Thalassoarchaea incertae sedis,Candidatus Thalassoarchaea incertae sedis,Candidatus Thalassoarchaea mediterranii
Otu_548,Euryarchaeota,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Aciduliprofundum,Other
Otu_549,Euryarchaeota,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Aciduliprofundum,Aciduliprofundum boonei
Otu_550,Euryarchaeota,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Aciduliprofundum,Aciduliprofundum sp. EPR07-39
Otu_551,Euryarchaeota,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Aciduliprofundum,Aciduliprofundum sp. LAU09-1128
Otu_552,Euryarchaeota,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Aciduliprofundum,Aciduliprofundum sp. LAU09-664
Otu_553,Euryarchaeota,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Euryarchaeota incertae sedis,Aciduliprofundum,Aciduliprofundum sp. MAR08-339
Otu_554,Euryarchaeota,Halobacteria,Other,Other,Other,Other
Otu_555,Euryarchaeota,Halobacteria,Halobacteriales,Other,Other,Other
Otu_556,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Other,Other
Otu_557,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Other
Otu_558,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula argentinensis
Otu_559,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica
Otu_560,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula japonica
Otu_561,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui
Otu_562,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. Aidin-9
Otu_563,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. CBA1115
Otu_564,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. D1
Otu_565,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. Dc12
Otu_566,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. port
Otu_567,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium katesii
Otu_568,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium mukohataei
Otu_569,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium zhouii
Otu_570,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Other
Otu_571,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus sp. CBA1104
Otu_572,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea
Otu_573,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus utahensis
Otu_574,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis regularis
Otu_575,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp. IM1011
Otu_576,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp. SP_22B14
Otu_577,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosiccatus,Halosiccatus urmianus
Otu_578,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Other
Otu_579,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas moolapensis
Otu_580,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis
Otu_581,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Other,Other
Otu_582,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,Haladaptatus litoreus
Otu_583,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halalkalicoccus,Halalkalicoccus jeotgali
Otu_584,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sulfurireducens
Otu_585,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarchaeobius,Haloarchaeobius litoreus
Otu_586,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacteriaceae incertae sedis,Halobacteriaceae archaeon
Otu_587,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacteriaceae incertae sedis,Halobacteriaceae archaeon RO3-11
Otu_588,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Other
Otu_589,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium hubeiense
Otu_590,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum
Otu_591,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp. AS7092
Otu_592,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp. DL1
Otu_593,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp. GN101
Otu_594,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Halodesulfurarchaeum formicicum
Otu_595,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halomarina,Other
Otu_596,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halomarina,Halomarina oriensis
Otu_597,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halostella,Halostella salina
Otu_598,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halovenus,Halovenus aranensis
Otu_599,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronoarchaeum,Other
Otu_600,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronoarchaeum,Natronoarchaeum persicum
Otu_601,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronoarchaeum,Natronoarchaeum philippinense
Otu_602,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriales incertae sedis,Halobacteriales incertae sedis,haloarchaeon TuA4
Otu_603,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriales incertae sedis,Halobacteriales incertae sedis,halophilic archaeon True-ADL
Otu_604,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Other
Otu_605,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus morrhuae
Otu_606,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus thailandensis
Otu_607,Euryarchaeota,Halobacteria,Haloferacales,Other,Other,Other
Otu_608,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Other,Other
Otu_609,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Other
Otu_610,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax gibbonsii
Otu_611,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax lucentense
Otu_612,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax mediterranei
Otu_613,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii
Otu_614,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,Halogeometricum borinquense
Otu_615,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,Halogeometricum rufum
Otu_616,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,Halogeometricum sp. SS1
Otu_617,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi
Otu_618,Euryarchaeota,Halobacteria,Haloferacales,Haloferacales incertae sedis,Haloferacales incertae sedis,halophilic archaeon DL31
Otu_619,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Other,Other
Otu_620,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halohasta,Halohasta litorea
Otu_621,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina pelagica
Otu_622,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halopenitus,Halopenitus persicus
Otu_623,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Other
Otu_624,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum aidingense
Otu_625,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum cibi
Otu_626,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ejinorense
Otu_627,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum halodurans
Otu_628,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum lacusprofundi
Otu_629,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum saccharovorum
Otu_630,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sodomense
Otu_631,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Hd13
Otu_632,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SD683
Otu_633,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SH1
Otu_634,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SP7
Otu_635,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. TP009
Otu_636,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum tebenquichense
Otu_637,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum trapanicum
Otu_638,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum vacuolatum
